Units,SqFt,Income,Expense,ValuePerSqFt,Boro
15,14055,284473,113789,87.16,Brooklyn
20,29125,492795,221758,67.19,Brooklyn
12,13252,245029,96077,81.2,Brooklyn
48,63000,854280,433440,44.21,Brooklyn
15,11425,315330,147040,106.17,Brooklyn
6,4800,81888,36000,71.46,Brooklyn
9,12196,208064,91470,61.17,Brooklyn
35,29983,541493,277343,63.44,Brooklyn
59,75797,1077833,485025,56.2,Brooklyn
26,29800,415710,187144,57.55,Brooklyn
22,33224,599029,368786,49.93,Brooklyn
22,33224,457162,224594,46.2,Brooklyn
12,18993,294012,123455,61.55,Brooklyn
22,17751,233071,93193,52.45,Brooklyn
3,1859,26045,14314,46.26,Brooklyn
8,8340,154207,53972,88.01,Brooklyn
44,43528,936723,386093,93.64,Brooklyn
15,14630,226765,119673,49.97,Brooklyn
15,16424,303680,86226,98.03,Brooklyn
12,11495,247372,108743,88.39,Brooklyn
26,28960,495216,244133,55.46,Brooklyn
26,25229,408205,163232,66.11,Brooklyn
32,70664,1044414,561072,40.93,Brooklyn
28,49800,736044,383460,41.0,Brooklyn
48,105996,1127797,563899,33.03,Brooklyn
24,52998,784370,404905,49.38,Brooklyn
28,60000,956400,501600,51.73,Brooklyn
24,52632,806322,384740,57.93,Brooklyn
14,15300,359550,152541,98.69,Brooklyn
50,52818,988225,457404,72.23,Brooklyn
3,6915,116794,60161,59.29,Brooklyn
3,7098,119885,61753,59.31,Brooklyn
3,5981,101019,52035,56.46,Brooklyn
3,5500,92895,47850,59.27,Brooklyn
3,6400,116032,55424,68.13,Brooklyn
3,6740,122196,58368,68.25,Brooklyn
12,18632,295876,144025,55.66,Brooklyn
26,25868,319211,184439,30.85,Brooklyn
3,4446,77538,38903,62.75,Brooklyn
24,46000,823400,395232,67.09,Brooklyn
16,20044,319501,153136,56.63,Brooklyn
14,15100,292185,126085,78.87,Brooklyn
8,9527,133473,60063,34.74,Brooklyn
14,17040,225610,115531,47.36,Brooklyn
12,9628,195737,78276,89.12,Brooklyn
10,8466,148155,59262,72.64,Brooklyn
12,29346,465428,213052,53.43,Brooklyn
25,24422,359003,187073,146.08,Brooklyn
76,64313,1310699,589750,80.01,Brooklyn
16,30510,556197,222418,74.93,Brooklyn
10,18745,291672,119593,62.95,Brooklyn
11,8088,157959,65755,81.73,Brooklyn
9,5446,76298,36623,47.92,Brooklyn
24,30793,601387,250347,81.71,Brooklyn
15,10971,153704,73778,47.94,Brooklyn
52,47420,769627,369421,56.14,Brooklyn
18,20790,406029,142110,90.96,Brooklyn
5,4312,82920,31133,86.5,Brooklyn
21,28750,531588,186056,86.43,Brooklyn
28,28800,368640,176947,43.16,Brooklyn
65,64800,725760,348365,37.53,Brooklyn
19,35700,654024,313932,68.54,Brooklyn
23,12559,238747,86908,86.79,Brooklyn
8,8991,193486,79329,92.98,Brooklyn
12,9626,164027,73831,68.36,Brooklyn
6,10500,242865,92289,102.95,Brooklyn
20,20200,460560,207252,91.73,Brooklyn
8,7760,133550,53420,74.61,Brooklyn
16,14462,284901,140571,72.88,Brooklyn
28,18964,223965,125420,34.74,Brooklyn
32,36913,588024,237351,68.35,Brooklyn
12,15224,278904,133874,68.51,Brooklyn
35,52645,973406,300077,91.97,Brooklyn
13,25685,603598,247475,101.11,Brooklyn
6,11269,190897,85904,68.15,Brooklyn
8,8485,142209,63995,66.71,Brooklyn
12,11427,207514,82960,78.41,Brooklyn
14,10670,200383,80153,82.66,Brooklyn
22,29596,410792,172533,53.05,Brooklyn
13,16153,226304,106363,48.85,Brooklyn
10,14986,274544,112563,77.81,Brooklyn
8,9417,151425,60570,69.45,Brooklyn
23,13257,242868,99560,77.77,Brooklyn
11,25487,408047,163219,69.09,Brooklyn
16,11800,165318,79353,47.97,Brooklyn
9,11042,177555,71022,69.46,Brooklyn
19,23777,464365,209000,76.97,Brooklyn
24,22602,363440,145376,69.15,Brooklyn
64,60600,791436,373902,33.22,Brooklyn
21,18571,362692,163239,76.95,Brooklyn
14,19216,352037,144335,77.75,Brooklyn
10,15519,248770,112668,62.96,Brooklyn
24,29330,527940,158382,92.6,Brooklyn
14,11525,222548,88973,84.95,Brooklyn
28,54201,1058546,476427,76.97,Brooklyn
31,36431,711497,320228,76.97,Brooklyn
18,27990,400257,192057,52.66,Brooklyn
44,44400,645132,242868,64.93,Brooklyn
13,21927,515285,211267,101.11,Brooklyn
8,7160,168260,68987,101.4,Brooklyn
6,7054,151802,62239,93.28,Brooklyn
12,16000,230080,103536,54.75,Brooklyn
8,10480,204674,85202,81.87,Brooklyn
8,14497,283126,117861,83.4,Brooklyn
10,14433,249547,112289,68.66,Brooklyn
8,10530,243559,86451,112.06,Brooklyn
13,20340,351679,158449,68.58,Brooklyn
18,29998,460769,191987,64.7,Brooklyn
20,15582,276269,96608,83.17,Brooklyn
8,15379,308810,115958,89.54,Brooklyn
6,5544,65475,33763,39.5,Brooklyn
7,6896,103923,31239,72.07,Brooklyn
12,14780,165536,95627,29.91,Brooklyn
7,7104,135473,48307,88.12,Brooklyn
16,24696,432180,189912,70.29,Brooklyn
11,17080,298900,140739,66.63,Brooklyn
8,9600,217056,88320,98.54,Brooklyn
12,19600,295372,164640,45.56,Brooklyn
7,9500,175655,54150,92.11,Brooklyn
6,8123,156855,51987,95.53,Brooklyn
6,10534,192983,107763,58.0,Brooklyn
110,109200,1449084,757848,42.29,Brooklyn
10,15476,233223,126284,48.48,Brooklyn
12,9750,184275,64838,90.67,Brooklyn
20,26264,483520,209324,75.08,Brooklyn
101,87134,975901,494921,31.56,Brooklyn
12,18063,332540,163651,67.26,Brooklyn
34,37636,850950,302087,108.75,Brooklyn
166,172044,2769908,1082157,67.52,Brooklyn
371,842968,9432812,6094659,26.04,Brooklyn
35,41128,733312,293325,78.19,Brooklyn
8,11504,217771,102040,72.5,Brooklyn
10,9906,168996,69639,72.28,Brooklyn
21,25009,437658,113041,93.69,Brooklyn
21,23679,414383,107029,95.36,Brooklyn
12,17388,293162,131801,67.17,Brooklyn
22,28967,481142,216514,58.2,Brooklyn
25,43876,518176,267205,36.88,Brooklyn
7,12883,228416,91340,76.69,Brooklyn
7,10752,190633,76232,76.26,Brooklyn
15,17109,299408,80583,92.0,Brooklyn
8,11778,182206,91162,58.07,Brooklyn
27,65764,1223210,627389,65.19,Brooklyn
14,21306,341748,141046,67.68,Brooklyn
20,19032,346192,186133,60.53,Brooklyn
72,62370,1130768,452183,78.34,Brooklyn
62,60072,905285,490188,47.53,Brooklyn
12,14100,258312,144243,58.23,Brooklyn
9,8745,161695,49847,92.17,Brooklyn
16,13078,243643,76376,133.89,Brooklyn
4,3588,67275,31395,71.63,Brooklyn
88,75324,1184847,597319,56.12,Brooklyn
8,7495,139632,66855,66.71,Brooklyn
29,32236,610227,295926,72.9,Brooklyn
12,25861,598165,244645,99.22,Brooklyn
15,24167,446123,200586,73.07,Brooklyn
18,24544,441792,198806,71.34,Brooklyn
12,11402,159742,76676,46.31,Brooklyn
18,28308,489445,200672,73.65,Brooklyn
36,24880,324186,175653,38.79,Brooklyn
12,15795,196648,95876,29.88,Brooklyn
208,247998,4220926,1688370,73.27,Brooklyn
20,17219,432541,151389,118.53,Brooklyn
19,18163,313312,125325,74.49,Brooklyn
14,15978,256127,116000,63.09,Brooklyn
14,22446,359585,161813,63.4,Brooklyn
8,8886,208821,73087,109.95,Brooklyn
15,15752,246046,110721,61.83,Brooklyn
10,10951,213873,74856,91.13,Brooklyn
9,11948,233344,81670,91.14,Brooklyn
12,16777,327655,136397,81.72,Brooklyn
116,121107,2365220,984600,81.7,Brooklyn
97,98694,1374807,748101,45.69,Brooklyn
122,106627,1194222,668764,26.82,Brooklyn
83,61980,731984,380078,26.62,Brooklyn
9,9665,227128,79495,109.98,Brooklyn
102,74256,1984863,694702,195.27,Brooklyn
50,66185,1555348,637693,101.13,Brooklyn
50,72043,1693011,694135,101.12,Brooklyn
68,148512,2720740,1115503,77.76,Brooklyn
75,146439,2682762,1287726,68.54,Brooklyn
70,83058,1951863,936894,89.13,Brooklyn
48,65182,1194134,573184,68.55,Brooklyn
71,96838,2275693,1024062,94.27,Brooklyn
108,152181,3576254,1609314,94.27,Brooklyn
68,89641,2106564,863691,99.83,Brooklyn
112,151508,3560438,1602197,94.27,Brooklyn
63,106063,2492481,1121616,94.26,Brooklyn
118,133505,1413818,807705,28.19,Brooklyn
24,26656,427029,170812,68.88,Brooklyn
12,11523,270791,111024,101.1,Brooklyn
9,10746,209869,73454,93.24,Brooklyn
10,14987,274562,112552,77.8,Brooklyn
5,6845,118350,60989,77.87,Brooklyn
12,18590,340569,163473,68.53,Brooklyn
18,37350,573323,275270,54.81,Brooklyn
25,16602,259987,129994,56.32,Brooklyn
12,15028,275163,121727,73.33,Brooklyn
7,8498,192310,67304,107.32,Brooklyn
18,19690,462715,161950,111.73,Brooklyn
6,8235,141313,63479,69.1,Brooklyn
6,7610,178835,73322,101.45,Brooklyn
14,11844,278334,114117,101.4,Brooklyn
15,24371,572719,234815,101.43,Brooklyn
21,21660,509010,208694,101.43,Brooklyn
57,53685,1368968,416059,115.12,Queens
177,187845,3381210,1292374,71.52,Queens
184,249920,6185520,1936880,124.01,Queens
121,113450,2892975,933694,124.28,Queens
3,3360,94618,27653,132.74,Queens
35,55421,798617,387947,51.24,Queens
47,62866,1572279,534361,119.91,Queens
13,18375,459559,147000,123.54,Queens
132,140166,3505552,1121328,123.54,Queens
48,58876,1472489,471008,123.53,Queens
41,34824,870948,269886,125.34,Queens
43,58500,1463085,468000,123.54,Queens
23,36875,922244,295000,123.53,Queens
54,60623,1576198,484984,117.43,Queens
72,80874,2022659,646992,116.92,Queens
124,141041,3314464,1198849,109.15,Queens
237,310173,5428028,1888954,72.63,Queens
15,15610,329839,115514,100.9,Queens
39,25035,511465,195523,92.07,Queens
52,54986,769804,357409,45.99,Queens
60,58926,839696,383019,44.62,Queens
93,69337,976265,450691,46.58,Queens
88,70260,1001205,456690,47.52,Queens
64,59920,853860,359520,50.58,Queens
31,32825,787800,279013,112.23,Queens
30,27636,352635,124638,55.15,Queens
47,42000,620340,294000,46.36,Queens
64,64957,1623275,535895,121.59,Queens
44,32057,737311,256456,10.66,Queens
39,52053,801096,364371,55.9,Queens
66,66590,1662752,399540,137.78,Queens
121,124347,3107432,932603,127.03,Queens
26,25938,648709,201020,125.22,Queens
25,30480,746760,243840,119.85,Queens
7,5624,157472,47242,140.83,Queens
73,71589,1718136,572712,108.77,Queens
10,6778,169247,64391,106.67,Queens
11,6920,164281,51900,108.24,Queens
29,24480,581155,173074,121.53,Queens
57,19588,437988,146910,106.09,Queens
18,18833,380992,161399,83.26,Queens
27,30386,666365,195686,110.58,Queens
35,28564,638691,199948,111.22,Queens
30,26598,631437,188048,111.06,Queens
15,11282,263660,84615,105.74,Queens
26,28100,592067,220585,96.8,Queens
33,37111,797515,270539,103.96,Queens
85,61600,915992,393624,58.46,Queens
30,18292,392546,148714,97.86,Queens
88,67704,1016237,440076,56.7,Queens
125,99600,1481052,636444,58.86,Queens
74,55000,852500,385000,54.0,Queens
11,8320,169645,59405,88.22,Queens
81,82760,1252986,594217,54.86,Queens
18,16125,354750,114649,105.08,Queens
10,9767,234408,77745,114.57,Queens
24,10450,250800,88825,112.82,Queens
19,14723,315956,119698,95.23,Queens
201,194780,4674720,1655630,107.04,Queens
32,34650,554400,218642,59.37,Queens
618,430000,6763900,3225000,56.29,Queens
8,7245,124324,26227,98.0,Queens
18,15410,330699,125283,96.56,Queens
32,17250,317055,120750,81.86,Queens
405,372700,7267650,3085956,74.75,Queens
16,14361,211825,101963,46.26,Queens
150,134944,1990424,958102,46.22,Queens
70,63140,931315,448294,46.17,Queens
34,31445,463814,223260,46.18,Queens
48,39804,587109,282608,46.15,Queens
92,83680,1234280,594128,46.27,Queens
70,58333,860412,414164,46.2,Queens
75,64422,950225,457396,46.27,Queens
204,174093,2567872,1236060,46.25,Queens
257,254910,3568740,1784370,44.85,Queens
18,20291,466693,172474,96.73,Queens
96,128050,1824713,896350,44.45,Queens
41,50996,734342,369721,44.67,Queens
96,120000,1770000,900000,48.31,Queens
52,66083,966794,462581,47.11,Queens
214,214300,3321650,1500100,55.44,Queens
57,64010,697709,373178,31.39,Queens
16,11126,255898,81442,112.44,Queens
16,15633,297183,117248,71.77,Queens
16,12682,215594,101456,47.97,Queens
20,16000,263200,128000,54.86,Queens
12,7591,133526,64524,62.18,Queens
68,45000,788850,340200,53.53,Queens
63,62254,1086955,529159,59.55,Queens
24,20298,404336,173751,77.25,Queens
28,19625,393678,137375,93.4,Queens
30,22926,465169,162775,118.9,Queens
89,73800,1129140,553500,53.04,Queens
52,60900,852600,422037,48.05,Queens
60,49392,821389,296352,47.88,Queens
88,82000,1127500,498560,51.79,Queens
62,46128,834917,355186,70.69,Queens
58,44941,1041732,361775,110.37,Queens
12,22574,504755,169305,106.85,Queens
22,20652,320106,144564,54.81,Queens
65,51890,795474,363230,55.75,Queens
9,6295,116332,50360,57.67,Queens
82,84057,1156624,630428,43.33,Queens
8,7500,172500,60000,160.18,Queens
144,144300,2024529,1010100,46.24,Queens
86,90930,1307573,681975,47.63,Queens
147,115364,1740843,865230,46.25,Queens
114,130980,2095680,829103,66.94,Queens
88,85702,1117554,535638,45.23,Queens
20,20510,424352,198127,74.5,Queens
14,13560,280556,130990,80.6,Queens
17,14767,305529,142649,80.45,Queens
26,25499,527574,246320,74.9,Queens
24,19769,366320,168037,59.54,Queens
75,105000,1515150,735000,49.22,Queens
22,27450,381830,164700,52.09,Queens
42,54852,1255562,535356,94.4,Queens
8,9563,242326,81286,114.5,Queens
8,8610,154980,58548,78.28,Queens
18,19060,425419,110929,120.36,Queens
14,8400,184800,57120,103.33,Queens
12,9424,160208,78690,55.79,Queens
8,4900,83300,31017,71.02,Queens
8,4900,83300,33320,67.96,Queens
10,9850,168829,61957,74.82,Queens
12,10000,218800,60000,108.7,Queens
27,18569,449741,157837,107.22,Queens
33,20329,509648,162632,117.66,Queens
15,11288,205667,84660,117.12,Queens
16,14000,350980,112000,117.64,Queens
15,11925,298960,95400,82.28,Queens
87,78190,1960223,742805,107.32,Queens
24,21312,383616,170496,63.49,Queens
18,24344,610304,206924,120.32,Queens
74,64938,882507,474047,38.62,Queens
14,9996,223411,93563,95.14,Queens
100,104150,1448727,676975,47.95,Queens
14,8807,140912,70456,57.57,Queens
8,6863,92101,34315,54.35,Queens
77,72000,964800,339120,55.56,Queens
20,22536,583682,225360,95.18,Queens
9,7341,110115,49919,53.94,Queens
9,7124,113984,45451,65.41,Queens
66,75780,928305,356924,47.9,Queens
132,151162,2151035,1209296,43.19,Queens
264,302236,4288729,2266770,12.01,Queens
66,75693,946163,356514,47.96,Queens
10,12000,270000,85080,110.0,Queens
40,35706,864799,303501,114.38,Queens
29,25040,413160,209084,54.31,Queens
24,16136,417922,153292,111.49,Queens
112,137200,2195200,891800,57.64,Queens
206,190498,3028918,1619233,44.52,Queens
73,51254,820064,389018,54.94,Queens
32,30520,586594,244160,72.35,Queens
546,460765,7833005,3004188,73.76,Queens
139,132000,1904760,990000,44.98,Queens
22,54420,1409478,489780,115.67,Queens
489,418980,6665972,3142350,41.29,Queens
157,148800,2257296,1041600,52.54,Queens
105,159968,4143171,1519696,111.5,Queens
12,10580,285660,89930,133.93,Queens
20,22736,352408,173021,54.45,Queens
103,119194,2150260,1072746,58.67,Queens
73,57269,1033133,515421,54.93,Queens
120,144310,2624999,1298790,47.95,Queens
226,282298,5180168,1976086,81.65,Queens
8,5480,91790,32880,75.73,Queens
28,32000,571840,296000,58.59,Queens
122,132550,2843198,1292363,79.54,Queens
17,17400,312504,174000,46.21,Queens
14,14013,238221,73428,79.93,Queens
30,24285,588183,192823,112.21,Queens
62,51341,714153,333717,47.99,Queens
15,12060,292093,96480,117.99,Queens
12,11782,163888,82474,45.49,Queens
10,9214,138210,62655,52.85,Queens
11,9765,135831,51169,57.14,Queens
37,35316,491246,185056,57.11,Queens
13,10170,157635,69156,56.44,Queens
20,20679,298398,118904,57.84,Queens
25,20333,293405,121998,55.08,Queens
9,8100,121500,42444,55.82,Queens
16,12700,183261,76200,54.72,Queens
19,10770,183090,56435,76.79,Queens
15,12234,232446,83191,82.97,Queens
46,38062,951550,304496,124.01,Queens
8,7374,110610,38640,62.52,Queens
21,18328,443904,145524,111.41,Queens
12,13338,185532,69891,57.13,Queens
16,9742,263034,73260,134.26,Queens
12,11160,156240,58478,55.79,Queens
49,50670,704820,265511,54.92,Queens
28,31080,483294,196426,61.23,Queens
18,18696,299136,119280,61.17,Queens
21,40000,901200,334000,97.08,Queens
42,26118,415276,182826,56.86,Queens
5,4234,67321,29638,57.86,Queens
6,5083,80820,35581,57.84,Queens
6,5083,80820,35581,57.84,Queens
56,39840,604373,278880,53.36,Queens
68,23531,356965,164717,53.38,Queens
67,63693,966223,509544,46.83,Queens
36,23172,370752,175875,54.94,Queens
64,66324,1006135,530592,46.83,Queens
78,67502,1147534,459014,68.87,Queens
164,149558,2392928,1135145,55.3,Queens
66,63000,992250,478170,52.95,Queens
67,63998,970850,485745,49.85,Queens
64,71316,1141056,541288,53.99,Queens
31,26930,511670,202514,57.59,Queens
98,145717,2477189,1120564,55.79,Queens
33,22930,645250,170141,142.83,Queens
162,181853,3280628,1454824,59.52,Queens
58,38582,651650,270074,66.79,Queens
95,108788,2398775,629883,112.07,Queens
69,71210,1139360,547605,57.28,Queens
66,93800,1407000,581560,53.94,Queens
75,65990,1088835,582032,51.17,Queens
39,42795,1108391,513540,95.81,Queens
30,38000,726940,285000,80.16,Queens
59,52033,1347655,494314,113.02,Queens
41,35180,792254,246260,103.41,Queens
88,115082,1971017,995364,57.64,Queens
95,84954,1359264,653296,56.11,Queens
39,31511,532221,277927,53.76,Queens
59,51376,796328,318531,57.6,Queens
83,104492,1567380,803543,47.75,Queens
108,66880,1070080,589882,47.83,Queens
377,419528,7568285,3985516,57.67,Queens
44,59400,826254,415800,45.52,Queens
17,12607,319461,126070,96.85,Queens
12,10021,139392,62631,50.49,Queens
64,58586,878790,306991,64.28,Queens
12,9969,138669,59814,52.06,Queens
50,54954,934218,439632,55.85,Queens
28,20320,245466,96114,47.49,Queens
33,30185,623018,211597,94.45,Queens
8,6901,95993,48307,47.67,Queens
15,11076,154732,65791,53.03,Queens
16,14400,316800,95040,113.19,Queens
23,22528,326656,139223,54.78,Queens
34,38616,965400,308928,123.72,Queens
20,18668,344425,118542,83.99,Queens
20,15422,359333,107954,113.15,Queens
10,13008,303086,91056,113.16,Queens
32,40800,950640,306000,109.19,Queens
60,60201,1282281,393113,110.02,Queens
49,39140,900220,352260,97.83,Queens
20,14950,209300,86710,47.97,Queens
18,16915,333733,111639,88.68,Queens
23,26228,611112,170482,119.07,Queens
4,4010,64160,22296,55.69,Queens
24,23100,346500,133980,48.1,Queens
12,8730,148410,54126,71.94,Queens
54,60665,1091970,336691,76.16,Queens
28,25777,552659,168324,109.4,Queens
47,48785,1195233,390280,115.32,Queens
20,14250,285000,89063,98.53,Queens
80,87612,1401792,515159,68.34,Queens
11,12655,189825,88079,54.29,Queens
3,4493,71888,34641,55.2,Queens
1,1075,17200,8288,54.88,Queens
80,97877,1604204,831955,52.57,Queens
36,34314,531867,240198,56.62,Queens
15,10668,170688,74143,65.15,Queens
16,16140,260177,104910,64.06,Queens
19,16164,307116,124624,75.72,Queens
23,23878,508601,157117,108.01,Queens
48,31360,533120,238022,68.05,Queens
66,76680,1299726,536760,66.29,Queens
18,18730,412060,113878,102.99,Queens
84,66756,1131514,467292,67.18,Queens
41,37255,587884,279413,55.54,Queens
63,66196,1137247,538173,61.11,Queens
30,20352,436347,139615,106.97,Queens
19,21000,450240,137130,109.48,Queens
16,10480,178160,79543,59.51,Queens
16,13997,237249,104978,56.11,Queens
29,27000,385830,189000,48.56,Queens
18,18120,325254,135900,70.59,Queens
50,48993,930867,340991,81.85,Queens
134,98000,1699320,717360,67.66,Queens
40,40400,888800,270680,112.33,Queens
80,101624,1871914,811976,69.49,Queens
33,37304,649836,298805,63.1,Queens
24,17905,311905,143419,63.56,Queens
32,22936,436931,158029,87.77,Queens
14,13290,338895,99675,134.24,Queens
26,22635,475335,167952,93.62,Queens
48,53920,859485,431899,54.12,Queens
14,19398,349552,155184,68.56,Queens
36,36340,611239,248202,67.91,Queens
18,15000,317250,105000,96.87,Queens
47,41800,889086,313500,94.26,Queens
9,9008,193132,58552,109.57,Queens
10,8685,183688,48202,107.54,Queens
10,12171,260946,79112,109.6,Queens
7,5855,131738,46137,106.92,Queens
7,8876,190301,57694,109.62,Queens
64,53000,1128900,346090,108.38,Queens
16,5337,117414,46966,96.68,Queens
50,48753,1036976,341271,98.35,Queens
13,15630,281965,122070,69.1,Queens
10,11629,174435,69774,61.91,Queens
64,72300,1252959,469950,73.62,Queens
58,83284,1761457,666272,82.28,Queens
103,92000,1394720,736000,47.08,Queens
204,189000,2937060,1366470,55.36,Queens
351,333006,5461298,2307732,65.27,Queens
36,34587,533332,259403,52.42,Queens
83,77620,1237263,621736,54.12,Queens
24,25333,441301,202917,61.22,Queens
22,26800,557708,147400,104.81,Queens
23,22982,492734,150072,109.43,Queens
32,38680,638607,261477,65.41,Queens
18,20448,407529,143136,87.88,Queens
22,19037,333148,152486,64.09,Queens
9,5664,122796,42480,96.4,Queens
17,15189,318665,106323,102.64,Queens
14,13640,289441,134081,83.72,Queens
169,197318,5327586,1578544,122.65,Queens
279,352672,8464128,2821376,116.67,Queens
8,7120,160200,48060,114.89,Queens
16,11250,191250,87750,60.89,Queens
15,17655,372521,105930,101.5,Queens
10,6109,114055,54309,177.44,Queens
14,12336,201694,93754,57.69,Queens
24,22116,455811,176928,85.14,Queens
23,30302,649675,197872,109.46,Queens
99,106500,2142780,642834,100.54,Queens
27,23951,385132,179633,56.78,Queens
48,37660,564900,265126,51.65,Queens
66,64520,1354920,430348,96.76,Queens
16,20020,322122,140941,60.29,Queens
102,170000,2650300,1232500,55.56,Queens
68,89200,1481612,713600,59.56,Queens
48,62720,1034880,498624,56.22,Queens
8,6620,110885,34424,57.66,Queens
227,232145,3946465,1905910,57.81,Queens
89,75515,1165952,566363,51.87,Queens
72,77117,1388106,589174,69.49,Queens
57,43200,699840,302400,60.49,Queens
32,36336,603541,254352,59.64,Queens
14,15229,321789,112695,100.73,Queens
80,75600,1153656,567000,50.69,Queens
56,53000,788110,397500,47.94,Queens
21,14912,315091,115419,98.24,Queens
21,26892,576564,175605,109.4,Queens
42,27060,676500,216480,124.02,Queens
36,33762,844050,253215,127.66,Queens
12,12712,268605,98518,98.17,Queens
32,51000,1086300,333030,108.37,Queens
24,29971,642578,195711,109.41,Queens
26,24122,508974,127847,115.95,Queens
23,16383,294894,139419,64.95,Queens
24,62800,1318800,391244,105.64,Queens
70,53175,806133,412106,50.93,Queens
78,85000,1292000,637500,52.92,Queens
24,17340,245708,112710,53.17,Queens
16,17213,283498,108442,70.59,Queens
15,15096,249084,114126,61.61,Queens
8,5809,130703,46472,106.04,Queens
20,19460,311165,145950,53.93,Queens
20,16385,351294,122888,102.29,Queens
16,13000,167570,86320,41.69,Queens
20,18010,274292,135075,53.08,Queens
17,16145,248149,121088,54.01,Queens
12,10562,166035,79109,55.82,Queens
26,23400,367380,174564,55.94,Queens
52,46800,735696,350532,55.7,Queens
54,48600,763992,364014,55.68,Queens
16,14400,226368,107856,55.76,Queens
14,12600,198072,94374,55.79,Queens
16,14400,235152,107424,55.76,Queens
543,515402,8890685,3272803,74.61,Queens
100,89015,1526607,587499,72.21,Queens
240,216662,3715753,1462469,75.16,Queens
138,124491,2209715,873927,73.45,Queens
16,13073,228778,88373,73.51,Queens
11,17287,397428,107871,122.35,Queens
47,32208,512107,241560,55.66,Queens
90,86652,1407228,693216,56.09,Queens
318,219528,3345607,1646460,53.17,Queens
458,454660,7592822,4091940,53.95,Queens
71,51125,868614,375258,66.05,Queens
7,5216,111831,33904,109.66,Queens
8,6214,133228,40391,109.59,Queens
11,11840,240000,72000,101.27,Queens
42,66085,1453870,428231,111.57,Queens
14,14514,311180,94341,109.62,Queens
27,18600,287556,144150,47.96,Queens
38,26190,404897,202973,47.88,Queens
179,212533,3353771,1275198,66.94,Queens
63,61840,965941,371040,65.85,Queens
40,31315,477867,219205,54.1,Queens
15,12208,171156,82404,38.62,Queens
6,4497,63048,31479,38.4,Queens
63,53790,791789,403425,38.63,Queens
3,3800,54872,28500,38.79,Queens
36,40235,514606,239398,45.68,Queens
20,16275,227850,87722,53.93,Queens
223,196355,2735225,883598,62.1,Queens
20,19000,262200,118750,49.79,Queens
53,29969,764210,269721,114.52,Queens
41,45787,801273,297616,75.04,Queens
346,247713,5945112,2229417,81.14,Queens
32,78540,2120580,706860,129.95,Queens
55,60600,1393800,419958,114.97,Queens
12,10431,245129,97530,103.82,Queens
18,27452,617670,202047,93.95,Queens
32,32317,710974,231390,106.69,Queens
24,19448,302416,156751,52.7,Queens
6,6182,102683,44820,109.56,Queens
150,202489,3106181,1417423,57.25,Queens
150,199444,2766288,1214614,51.27,Queens
156,198707,2986566,1390949,55.25,Queens
163,198687,3184953,1390809,57.58,Queens
95,52400,692728,299728,53.95,Queens
24,19200,237120,113472,40.78,Queens
64,73060,939552,511420,32.52,Queens
42,51175,1125850,434988,98.47,Queens
46,58600,1347800,498100,105.77,Queens
126,156952,3295992,1569520,62.78,Queens
86,111775,2682600,1289884,89.89,Queens
66,93315,2332875,1076855,97.11,Queens
78,82862,1988688,956227,89.9,Queens
20,27560,458598,160399,78.34,Queens
40,48680,1324583,561767,340.12,Queens
78,98222,2041053,883998,86.56,Queens
52,53200,1105496,442092,91.64,Queens
93,74400,2024424,858576,113.06,Queens
26,41713,1135011,481368,113.06,Queens
81,82600,946596,473298,36.36,Queens
11,21092,257533,137520,30.96,Bronx
61,72000,1174320,451440,62.56,Bronx
128,150121,2005617,1122905,39.0,Bronx
58,63872,818200,445188,39.0,Bronx
90,128643,1718670,962250,39.0,Bronx
110,99240,1271264,691703,39.0,Bronx
88,76984,1184784,411864,68.9,Bronx
28,24262,377759,167649,61.82,Bronx
8,7745,102931,54215,41.83,Bronx
13,14384,221370,76954,68.9,Bronx
70,72717,744622,395580,27.83,Bronx
124,125905,1289267,593063,34.44,Bronx
111,112935,1512200,800710,41.92,Bronx
300,279904,4265737,1976122,56.19,Bronx
78,93600,1076400,698256,25.92,Bronx
16,18300,272121,141068,49.51,Bronx
10,12319,143640,82205,31.98,Bronx
12,10816,151100,83067,41.42,Bronx
98,98608,1943564,874604,77.6,Bronx
16,14200,268948,127800,71.34,Bronx
40,48750,812175,431925,56.45,Bronx
12,14664,254714,116432,68.06,Bronx
69,53311,556034,351319,23.86,Bronx
40,48023,701136,361133,48.93,Bronx
12,19603,266601,118051,50.2,Bronx
16,21861,340813,184107,49.13,Bronx
110,79920,925474,403596,37.3,Bronx
18,16638,199323,97000,39.19,Bronx
40,47376,620152,282835,47.37,Bronx
10,11912,146279,78024,36.35,Bronx
14,15972,196136,104617,34.56,Bronx
18,22199,290585,132528,47.39,Bronx
18,20304,265779,121215,47.38,Bronx
28,34516,451814,206061,47.37,Bronx
128,109764,1312777,707978,35.11,Bronx
2121,1867373,20839883,12081903,30.24,Bronx
2659,2723821,33039949,18521983,33.89,Bronx
3378,3364977,37553143,21771401,30.24,Bronx
21,16688,220615,95789,49.68,Bronx
100,108100,865881,372945,26.9,Bronx
48,56000,636720,370720,30.55,Bronx
122,116200,930762,400890,26.9,Bronx
122,127290,1019593,439151,26.9,Bronx
74,85582,1100585,676954,33.03,Bronx
24,19225,275879,151733,44.84,Bronx
24,29320,404616,226544,40.08,Bronx
15,12624,187214,100361,47.45,Bronx
45,63738,890420,489508,41.4,Bronx
